ID,dia,mes,anio,variable,fechapatria,local,Descripcion,ampliación
28,14,2,,,F,F,El día de los Enamorados,
29,14,2,,,F,F,El día del Agua y la Energía,
30,15,2,,,F,F,El día del Redactor Publicitario,
31,16,2,,,F,F,El día del Trabajador de la Pesca Industrial,
32,18,2,,,F,F,El día de la Mujer de las Américas,
33,22,2,,,F,F,El día de la Antártida Argentina.,
34,24,2,,,F,F,El día del Trabajador Mecánico Automotor,
35,27,2,,,F,F,El día del Civismo,
36,1,3,,,F,F,El día del Transporte,
37,1,3,,,F,F,El día del Turismo Americano,
38,1,3,,,F,F,El día del Lustrador de Calzado,
39,1,3,,,F,F,El día del Campo,
40,2,3,1561,,F,F,La fundación de la ciudad de Mendoza (1561).,
41,3,3,,,F,F,El día del Aniversario de la muerte del Alte. Guillermo Brown,
42,4,3,,,F,F,El día de los hermanos,
43,4,3,,,F,F,El día Universal de la Oración,
44,5,3,,,F,F,El día del Gas,
45,6,3,,,F,F,El día del Escultor,
46,8,3,,,F,F,El día Internacional de la Mujer,
47,9,3,,,F,F,El día de los Niños Heroicos. Batalla de Tacuarí.,
48,12,3,,,F,F,El día del Escudo Nacional,
49,14,3,,,F,F,El día de las Escuelas de Frontera.,"Decreto del Poder Ejecutivo Nacional Nº 1531, de 1972."
50,14,3,,,F,F,El día del Trabajador de la Alimentación,
51,15,3,,,F,F,El día Internacional del Consumidor,
52,16,3,,,F,F,El día de la Seguridad,
53,18,3,,,F,F,El día del Ruralista,
54,18,3,,,F,F,El día del Trabajador Telefónico,
55,19,3,,,F,F,El día del artesano,
56,19,3,,,F,F,El día del Carpintero,
57,19,3,,,F,F,El día del Industrial Maderero,
58,20,3,,,F,F,El día de la Energía Eléctrica,
59,21,3,,,F,F,El Comienzo el Otoño (en el hemisferio sur),
60,21,3,1960,,F,F,El día Internacional de la Eliminación de la Discriminación Racial,"Se recuerda una manifestación pacífica ocurrida en Sharpevile (Sudáfrica), en oposición a una de las leyes del apartheid. Durante la misma, la policía disparó contra personas de piel negra. Resultaron sesenta y nueve muertos. En 1966 la Asamblea General de las Naciones Unidas eligió esta fecha para recordar la necesidad de que en el mundo se elimine toda forma de discriminación racial."
61,21,3,,,F,F,El día Forestal Mundial,"Fue instituido en 1971 por la Organización de las Naciones Unidas para la Agricultura y la Alimentación (FAO) y está dedicado a todos los árboles del bosque, aún a aquellos que han sido transplantados a los parques, jardines, calles y plazas."
62,21,3,,,F,F,El día Mundial de la Poesía,"La última reunión de la Conferencia General de la Unesco, celebrada en octubre-noviembre de 1999, decidió proclamar el 21 de marzo como el ""Día Mundial de la Poesía""."
63,21,3,,,F,F,El día de la Tierra,
64,22,3,1992,,F,F,El día Mundial del Agua,Declarado por la Asamblea General de la Organización de las Naciones Unidas en su Resolución Nº47/193.
65,23,3,1950,,F,F,El día Mundial de la Meteorología,"Se creó la Organización Meteorológica Mundial (OMM), Organismo Especializado de las Naciones Unidas para la Meteorología (incluidas también la Climatología y la Hidrología Operativa), a partir de lo que el modelo de cooperación internacional adquirió rango intergubernamental. Nuestro país adhirió a esta propuesta mediante la Ley N°14.001 del 2 de enero de 1951."
66,23,3,,,F,F,El día Nacional de la Rehabilitación del Lisiado,
67,24,3,1976,,F,F,El Aniversario del golpe de Estado,
68,24,3,,,F,F,El día del Diplomático,
69,25,3,,,F,F,La Jornada Argentina de Sacrificio Voluntario,
70,25,3,,,F,F,La Campaña Mundial contra el Hambre y Acción Pro Desarrollo (Resolución Ministerial Nº 609 de 1972).,
71,25,3,,,F,F,El día del Niño por Nacer,
72,26,3,1991,,F,F,El día del Mercosur,
73,27,3,,,F,F,El día Mundial del Teatro,
74,27,3,,,F,F,El día del Trabajador Aeronáutico,
75,28,3,,Jueves y viernes,F,F,La Semana Santa (Del 28 al 31 de marzo).,
76,30,3,,,F,F,El día del Instalador,
77,31,3,1965,,F,F,El día del Comportamiento Humano,"Esta celebración simboliza la jerarquización de los valores espirituales y éticos y el fomento de la armonía en la convivencia entre las personas. Se conmemora en recuerdo de Francisco A. Rizzuto, líder de la solidaridad social. Fundó la Liga Pro Comportamiento Humano, una institución sin fines de lucro cuyos ideales eran difundir hermandad y el respeto en la sociedad. Rizzuto falleció el 31 de marzo de 1965."
78,31,3,1970,,F,F,El día Nacional del Agua,
79,2,4,,,F,F,El día Mundial del Libro Infantil,
80,2,4,,,F,F,El día del Veterano de Guerra,
81,2,4,,,F,F,El día del Papelero,
82,3,4,1588,,F,F,La fundación de la ciudad de Corrientes (1588).,
83,3,4,,,F,F,El día del Modelo,
84,3,4,,,F,F,El día del Maderero,
85,5,4,1915,,F,F,La fundación de la Caja Nacional de Ahorro Postal (hoy Caja Nacional de Ahorro y Seguro) (1915),
86,6,4,,,F,F,El día del Empleado Notarial,
87,6,4,,,F,F,El día de la Novia,
88,7,4,,,F,F,El día Mundial de la Salud,
89,7,4,,,F,F,El día del Acoplado y Semirremolque,
90,7,4,,,F,F,El día del trabajador Telepostal,
91,7,4,,,F,F,El día del Corazón,
92,8,4,1879,,F,F,La fundación de la ciudad de Formosa (1879).,
93,9,4,,,F,F,El día del Investigador,
94,10,4,,,F,F,El día del Investigador Científico,
95,10,4,1887,,F,F,El día de la Ciencia y de la Técnica,En conmemoración al natalicio de Bernardo Houssay
96,12,4,,,F,F,El día del Decorador,
97,12,4,,,F,F,El día del Vidrierista,
98,13,4,,,F,F,El día de la Numismática,
99,13,4,,,F,F,El día del Kinesiólogo,
100,13,4,,,F,F,El día de la Refrigeración,
101,14,4,,,F,F,El día de las Américas,
102,16,4,1582,,F,F,La fundación de la ciudad de Salta (1582).,
103,19,4,,,F,F,El día de la Convivencia en la Diversidad Cultural,
104,19,4,1593,,F,F,La fundación de la ciudad de Jujuy (1593).,
105,19,4,,,F,F,El día Panamericano del Indio,
107,21,4,,,F,F,El día de la Sanidad Naval,
108,22,4,,,F,F,El día Mundial de la Tierra,"Cerca de 150 países se han ido sumando para realizar actividades a favor del planeta desde que en 1970 en los Estados Unidos se instauró la fecha. La necesidad de unirse es por las constantes agresiones a la vida del planeta debido a los fenómenos provocados por la inadecuada utilización de los recursos naturales. Esto ha dado lugar a fenómenos como el efecto invernadero, la destrucción de la capa de ozono, la deforestación y la contaminación de los suelos y agua."
111,22,4,1779,,F,F,"La fundación de la ciudad de Viedma, actual capital de la provincia de Río Negro (1779).",
112,22,4,1892,,F,F,"La fundación de la ciudad de Santa Rosa, actual capital de la provincia de La Pampa (1892).",
113,22,4,,,F,F,El día del Trabajador de la Construcción,
114,23,4,1616,,F,F,El día del Idioma,"Esta fecha fue instituida en conmemoración a la fecha de muerte de un verdadero genio del idioma, Miguel de Cervantes Saavedra. El autor de ""El ingenioso hidalgo Don Quijote de la Mancha"" nació en Alcalá de Henares en 1547 y falleció en Madrid."
115,23,4,,,F,F,El día Mundial del Libro y el Derecho de Autor,"La Conferencia General de la Unesco en su vigésimoctava sesión, durante el año 1995, proclamó el 23 de abril como ""Día mundial del libro y del derecho de autor"". Esta idea, promovida por la Unión Internacional de Editores (UIE), fue presentada a la Unesco por el gobierno de España, enriquecida por la noción de derecho de autor por la Federación de Rusia y aprobada unánimemente por todos los Estados miembros. Un antecedente de esta celebración se encuentra en Cataluña, donde tradicionalmente el 23 de Abril (fiesta de San Jordi) se regala un libro y una rosa. Una razón de carácter más universal para escoger este día reside en el hecho de que es la fecha de la muerte de Miguel de Cervantes, de William Shakespeare y del Inca Garcilaso de la Vega, los tres el 23 de abril de 1616."
116,23,4,,,F,F,El día del Condiscípulo,
117,23,4,,,F,F,El día del Arma de Caballería,
118,25,4,,,F,F,El día del Graduado,
119,25,4,,,F,F,El día del Oficinista Militar,
120,25,4,,,F,F,El día de la Miel,
121,26,4,,,F,F,El día del Librero,
122,27,4,,,F,F,El día del Agente de Viajes,
123,27,4,,,F,F,El día del Matrimonio,
124,28,4,,,F,F,El día de la Estación de Servicio,
125,29,4,,,F,F,El día Internacional de la Danza,"El Comité de Danza del Instituto Internacional del Teatro de la Unesco instituyó el ""Día Internacional de la Danza"" en 1982, a partir de la propuesta del maestro ruso Piepor Gusev de Leningrado de homenajear al gran innovador del ballet clásico, el coreógrafo francés Jean Georges Noverre, nacido el 29 de abril de 1727."
126,29,4,,,F,F,El día del Animal,
127,30,4,,,F,F,El día del Abogado,
128,30,4,,,F,F,El día Mundial de la Asoc. Crist. Femenina,
129,1,5,,,F,F,El día Internacional del Trabajador,
130,1,5,1853,,F,F,El día de la Constitución Nacional,
131,1,5,,,F,F,El día del Bautismo de Fuego de la Fuerza Aérea,
132,2,5,,,F,F,El día de la Cruz Roja Internacional.,
133,2,5,,,F,F,El día de hundimiento del Crucero Gral. Belgrano,
134,2,5,,,F,F,El día Nacional del Actor,
135,3,5,,,F,F,El día Mundial de la Libertad de Prensa,
136,3,5,,,F,F,El día de la Policía Montada,
137,3,5,,,F,F,El día de la Yerra,
138,4,5,,,F,F,El día Internacional del Combatiente de Incendios Forestales,
139,6,5,,,F,F,El día del Taxista,
140,6,5,,,F,F,El día de la Industria del Calzado,
141,6,5,,,F,F,El día Mundial del Filatelista,
142,7,5,1945,,F,F,El día de la Minería,
143,7,5,,,F,F,El día del Gráfico,
144,8,5,,,F,F,"El día de Nuestra Señora de Luján, Patrona de la República Argentina.",
145,8,5,,,F,F,El día Nacional de la Prevención Sísmica,
146,8,5,,,F,F,El día de la Cruz Roja Internacional,
147,9,5,,,F,F,El día Internacional de las Aves,
148,10,5,,,F,F,El día de los Medios de Comunicación Social,
149,11,5,1813,,F,F,El día del Himno Nacional Argentino,
150,11,5,,,F,F,El día Internacional de la Enfermera,
151,11,5,,,F,F,El día del Autor y Compositor,
152,12,5,,,F,F,El día del Periodista de Turf,
153,12,5,,,F,F,El día de la Fonoaudióloga,
154,12,5,,,F,F,El día del Nieto,
155,14,5,,,F,F,El día del Dirigente de Fútbol,
156,15,5,,,F,F,El día Internacional de la Latinidad,
157,15,5,1994,,F,F,El día Internacional de las Familias,
158,15,5,,,F,F,El día del Horticultor,
159,15,5,,,F,F,El día del Sanitarista,
160,17,5,,,F,F,El día Mundial de las Telecomunicaciones,
161,17,5,,,F,F,El día de la Armada Nacional,
162,18,5,,,F,F,El día Internacional de Museos,
163,18,5,,,F,F,El día de la Escarapela Nacional,
164,19,5,,,F,F,El día del Agente de Informe Comercial,
165,20,5,1591,,F,F,La fundación de la ciudad de La Rioja (1591).,"Originariamente denominada ""Ciudad de Todos los Santos de la Nueva Rioja"""
166,20,5,,,F,F,El día del Futbolista,
167,21,5,,,F,F,El día del Ahijado,
168,21,5,,,F,F,El día del Radioveterano,
169,21,5,,,F,F,El día del Registrador de la Propiedad Inmueble,
170,22,5,2000,,F,F,El día Internacional de la Diversidad Biológica,
171,22,5,,,F,F,El día del Obrero Fideero,
172,22,5,,,F,F,El día de la Mercería,
173,23,5,,,F,F,El día del Remero,
174,23,5,,,F,F,El día del Cine Argentino,
175,23,5,,,F,F,El día del Trabajador de Turf,
176,23,5,,,F,F,El día del Soldado de Aeronáutica,
177,24,5,,,F,F,El día del Periodista de Turismo,
178,24,5,,,F,F,El día de la Olivicultura,
179,24,5,,,F,F,El día del Operador de Radiodifusión,
180,24,5,,,F,F,El día del Telegrafista,
181,25,5,1810,,F,F,La Revolución de mayo de 1810,Este día los cabildantes reconocieron la autoridad de la Junta Revolucionaria y así se formó el Primer Gobierno Patrio.
182,25,5,,,F,F,El día del Agente de Propaganda Médica,
183,26,5,,,F,F,El día del Visitador Médico,
184,27,5,,,F,F,El día del Marketing,
185,28,5,,,F,F,El día de los Jardines de Infantes y El día de la Maestra Jardinera,"Conmemoraciones en homenaje a la fecha de muerte de la educadora y escritora Rosario Vera Peñaloza, el 28 de mayo de 1950"
186,28,5,,,F,F,El día Internacional de Acción por la Salud,
187,29,5,,,F,F,El día del Ejército Argentino,"Establecido por Decreto del Poder Ejecutivo Nacional Nº 10.296, de 1951."
188,29,5,,,F,F,El día de la Amistad Escolar,
189,29,5,,,F,F,El día del Bicicletero,
190,30,5,,,F,F,El día Nacional de la Donación de Órganos,
191,31,5,,,F,F,El día Nacional de la Energía Atómica,
192,31,5,,,F,F,La primera Fundación de la ciudad de San Miguel de Tucumán.,
193,31,5,,,F,F,El día de la América del Sur,
194,31,5,,,F,F,El día Mundial sin Tabaco,
195,1,6,,,F,F,El día del Tabacalero,
196,1,6,,,F,F,El día del Trabajador Aduanero,
197,1,6,,,F,F,El día del Periodista Aeronáutico,
198,1,6,,,F,F,El día Internacional de la Infancia,
199,2,6,,,F,F,El día del Bombero Voluntario Argentino,
200,2,6,,,F,F,El día Nacional del Graduado en Ciencias Económicas,
201,3,6,1944,,F,F,El día del Aprendiz,"Se conmemora por la institucionalización de la Formación Profesional a nivel estatal el 3 de junio de 1944, cuando se creó la Comisión Nacional de Aprendizaje y Orientación Profesional (CNAOP), dependiente del Ministerio de Trabajo. Más tarde, el 15 de noviembre de 1959, ante la necesidad de unificar la conducción y supervisión de la enseñanza técnica y profesional, se creó el Consejo Nacional de Educación Técnica (CONET)."
202,3,6,,,F,F,El día del Inmigrante Italiano,"La fecha fue elegida en homenaje a la fecha de nacimiento del General Manuel Belgrano, hijo de genoveses."
203,4,6,,,F,F,"El día Internacional de los Niños, víctimas inocentes de la Agresión",
204,5,6,1972,,F,F,El día Mundial del Medio Ambiente,
205,5,6,,,F,F,El día de la Industria Metalúrgica,
206,6,6,1870,,F,F,El día de la Ingeniería Argentina,"En conmemoración a la fecha de graduación del primer ingeniero argentino, Luis Augusto Huergo (1837-1915), en la Universidad de Buenos Aires."
207,6,6,,,F,F,El día de la Hidrografía,
208,6,6,,,F,F,El día de la Empresa,
209,6,6,,,F,F,El día de la Hidrografía,
210,7,6,1938,,F,F,El día del Periodista,
211,7,6,,,F,F,El día de la Conservación del Suelo,
212,7,6,,,F,F,El día del Trabajador Gráfico,
213,8,6,,,F,F,El día Mundial de los Océanos,
214,8,6,,,F,F,El día del Trabajador Azucarero,
215,8,6,,,F,F,El día de los Vecinos,
216,9,6,,,F,F,El día del Geólogo,
217,10,6,,,T,F,"El día de la Afirmación de los Derechos Argentinos sobre las Malvinas, islas y sector antártico","Se fija la fecha por Ley 20.561, del 14 de noviembre de 1973."
218,10,6,,,F,F,El día de la Cruz Roja Argentina,
219,10,6,,,F,F,El día Internacional de la Seguridad Vial,
220,10,6,,,F,F,El día del Trabajador de la Carne,
221,10,6,,,F,F,El día de las Cooperadoras Escolares,
222,11,6,1580,,F,F,La segunda fundación de la ciudad de Buenos Aires (1580).,
223,11,6,,,F,F,El día del Empleado del Automóvil Club Argentino,
224,11,6,,,F,F,El día del Vidriero,
225,13,6,,,F,F,El día del Escritor,
226,13,6,1562,,F,F,La fundación de la ciudad de San Juan (1562).,
227,14,6,,,F,F,El día del Criador de Cerdos,
228,15,6,1908,,F,F,El día del Libro,
229,15,6,,,F,F,El día del Bioquímico,
230,15,6,,,F,F,El día del Padre,
231,16,6,,,F,F,El día del Ingeniero,
232,16,6,,,F,F,El día del Asesor,
233,17,6,,,F,F,El día Mundial de Lucha contra la Desertificación y la Sequía,
234,18,6,,,F,F,El día del Empresario,
235,19,6,1613,,F,F,La fundación de la Universidad Nacional de Córdoba (1613).,
236,19,6,,,F,F,El día del Periodista Técnico,
237,19,6,,,F,F,El día del Barraquero,
238,20,6,,,T,F,El día de la Bandera,
239,21,6,,,F,F,El comienzo del Invierno (en el hemisferio sur),
240,21,6,,,F,F,El día del Apicultor,
241,21,6,,,F,F,El día de la Previsión Social,
242,22,6,,,F,F,El día Mundial del Juego,
243,23,6,,,F,F,El día del Empleado de Enseñanza Privada,
244,24,6,,,F,F,El día del Cantor Nacional,
245,24,6,,,F,F,El día del ex Alumno,
246,24,6,,,F,F,El día de la Conservación del Suelo,
247,26,6,1897,,F,F,El día Internacional de la lucha contra el uso indebido y el tráfico ilícito de drogas,
248,26,6,,,F,F,El día del Calzado,
249,28,6,1989,,F,F,El día del Camarógrafo Argentino,
250,29,6,,,F,F,El día de la Prefectura Naval Argentina,
251,29,6,,,F,F,El día de la Industria Frigorífica,
252,29,6,,,F,F,El día del Pontífice,
253,30,6,,,F,F,El día del Obrero Molinero,
254,1,7,,,F,F,El día Nacional del Escultor,
255,1,7,,,F,F,El día del Historiador,
256,2,7,,,F,F,El día del Asistente Social,
257,2,7,,,F,T,(1936) El circulo de mujeres de la Acción Católica fundó el Ropero Parroquial.,
258,2,7,,,F,T,(1961) Se formó la Sociedad de Bomberos Voluntarios,
259,2,7,,,F,F,El día del Editor de Revistas,
260,2,7,,,F,F,El día Nacional de la Avicultura,
261,3,7,,,F,F,El día del Locutor,
262,3,7,,,F,F,El día Mundial de la Cooperación,
263,3,7,,,F,F,El día del Aeromodelista,
264,3,7,,,F,F,El día del Dirigente de Empresa,
265,4,7,,,F,F,El día Nacional del Médico Rural,
266,4,7,,,F,T,"(1985) Reposición del busto de Eva Perón en la plaza Gral. Paz, habia sido retirado por el gobierno de facto.",
267,5,7,,,F,T,(1930) Marcos Juárez fue elevada a la categoria de ciudad.,
268,5,7,,,F,T,"(1971) La guardería infantil ""Hijitus"", fue creada como una sección de Caritas Parroquial, comenzo a funcionar en 25 de mayo 380.",
269,5,7,,,F,F,El día de la Empleada,
270,6,7,,,F,F,El día Internacional de las Cooperativas y El día Nacional del Cooperativismo,
271,6,7,1573,,F,F,La fundación de la ciudad de Córdoba (1573).,
272,6,7,,,F,T,"(1952) Fallece Ignacio Lardizabal, intendente y consejal de nuestra ciudad.",
273,6,7,,,F,T,(1995) Hallazgo de restos fósiles pertenecientes al cuerpo de un perezoso terreste.,
274,7,7,,,F,F,El día de la Conservación de los Suelos,
275,7,7,,,F,F,El día del Agente de Policía,
276,8,7,,,F,T,(1972) Se formó la Sociedad de Filatelia y Numismática.,
277,8,7,,,F,F,El día del Inventor,
278,8,7,,,F,F,El día del Guardacostas,
279,9,7,1816,,T,F,La Declaración de la Independencia Argentina,
280,9,7,1853,,F,F,La jura de la Constitución Nacional dictada el 1 de Mayo de 1853 en Santa Fe.,
281,9,7,,,F,T,(1906) Fundación del Club Argentino,
282,9,7,,,F,T,(1951) Se inauguró el nuevo edificio de la Escuela Nacional N° 259 (hoy Escuela Juana E. M. de Zambruno),
283,9,7,,,F,T,"(1991) Como parte de los festejos del 85° aniversario, el club Argentino inaugura tres canchas de tenis.",
284,10,7,,,F,T,(1936) Creación del centro de empleados de comercio.,
285,10,7,,,F,T,(1997) Inauguracion oficial de los semáforos de Alem y Ruta n°9,
286,10,7,,,F,F,El día del Comercio y del Comerciante,
287,11,7,,,F,F,El día Mundial de la Población,
288,11,7,,,F,T,(1971) Comenzó a funcionar el Jardín de Infantes de la escuela Gral. San Martín,
289,11,7,,,F,T,(1984) Se formó la Cooperadora Policial.,
290,11,7,,,F,F,El día del Promotor Teatral,
291,12,7,,,F,F,El día Nacional de la Medicina Social,"Por Ley N° 25598, en conmemoración al nacimiento del doctor René G. Favaloro."
292,13,7,,,F,F,El día del Trabajador de la Energía Eléctrica,
293,13,7,,,F,F,El día de la Energía,
294,13,7,,,F,F,El día Nacional de las Telecomunicaciones,
295,14,7,,,F,T,"(1976) Asumió como intendente municiapal el Dr. César Musseta, designado por autoridades provinciales.",
296,14,7,,,F,T,"(1994) Rehabilitación del transito en ruta 12, tras haberse desagotado el agua que cubría el pavimento.",
297,16,7,,,F,F,El día del Servicio Penitenciario Federal,
298,16,7,,,F,F,El día del Consejo Nacional de Educación,
299,17,7,,,F,F,El día Nacional del Automovilismo Deportivo,Instituido por la ley 25.076 del Ministerio del Interior.
300,18,7,,,F,F,El recordatorio del atentado terrorista a la sede de la AMIA-DAIA,Dejó como saldo 85 muertos y más de 300 heridos.
301,18,7,,,F,T,(1897) Manuel Martinez (h) es electo intendente de Marcos Juarez.,
302,18,7,,,F,T,"(1920) Se formó la cooperativa agrícola ""Unión Colonial"" , estubo en funcionamiento por seis años.",
303,18,7,,,F,T,"(1946) El consejo de Educación acordó el nombre de ""Escuela Fiscal Mixta Bartolomé Mitre"" a la hasta entonces ""Escuela del Barrio Noroeste"".",
304,18,7,,,F,T,(1981) Se inaugura Radio Espinillos como emisora de circuito cerrado.,
305,19,7,,,F,F,El día del Químico Industrial,
306,20,7,1969,,F,F,El Aniversario de la llegada del hombre a la luna,"""Tres astronautas estadounidenses —Neil A. Armstrong, Edwin E. Aldrin, y Michael Collins— tripularon el histórico vuelo de julio de 1969 en el que Armstrong y Aldrin pisaron la Luna."" (Enciclopedia Encarta)"
307,20,7,,,F,F,El día del Amigo,
308,20,7,,,F,F,El día Panamericano del Ingeniero,
309,21,7,,,F,T,(1940) Se crea la Escuela Banda Municipal. Don José Cesanelli fue su director.,
310,21,7,,,F,T,"(1961) Apareció el primer numero de ""Semanario"", dirigido por Horacio Saita.",
311,21,7,,,F,F,El día Internacional del Derecho,
312,22,7,,,F,T,"(1998) Fallece Nolberto ""Quico"" Volpi, destacado periodista del Automovilisto Deportivo.",
313,22,7,,,F,T,"(1996) La ""Asociación Marcosjuarense de Cultura Inglesa"" abre las puertas de su nuevo local en H. Irigoyen 768",
314,23,7,,,F,F,El día del Payador,
315,24,7,,,F,F,El día de la Evangelización en América,En homenaje a San Francisco Solano.
316,25,7,1553,,F,F,La fundación de la ciudad de Santiago del Estero (1553).,
317,25,7,,,F,T,"(1928) Se dicto la Ordenanza que determinó el cambio de nombres de varias calles: Central Norte por Leandro N. Alem, Santa Rosa por Francisco Beiró, Ranqueles por Tucumán.",
318,26,7,,,F,T,"(1939) Se creó la ""Escuela Terminal Patricias Argentinas"", estaba ubicada en Entre Ríos 548 (hoy Belgrano)",
319,26,7,,,F,T,"(1941) Se puso en funcionamiento el comedor escolar, ubicado en Ruta 9 y Beiró.",
320,27,7,,,F,T,"(1972) Se habilitó la Estación terminal de Omnibus, durante la Intendencia del Dr. Ramón Méndez Herrero, por lo que hoy lleva su nombre.",
321,27,7,,,F,T,"(1977) Fallece Monseñor Juan Segundo Luque, quien fuera párroco de ""La Asuncion"" durante 44 años.",
322,27,7,,,F,F,El día del Transporte Automotor,
323,27,7,,,F,F,El día del Aluminio,
324,28,7,,,F,F,El día de la Gendarmería Nacional.,
325,28,7,1865,,F,F,"La fundación de la ciudad de Rawson, actual capital de la provincia de Chubut (1865).",Designada en homenaje al doctor Guillermo Rawson (1821-1890)
326,28,7,,,F,T,(1935) Se Oficializó el funcionamiento de la Acción Católica.,
327,28,7,,,F,T,"(1989) Comienza sus emisiones ""FM 13, Radio Marcos Juarez"".",
328,28,7,,,F,F,El día del Personal Doméstico,
329,28,7,,,F,F,El día del Promotor Publicitario,
330,29,7,,,F,F,El día de la Cultura Nacional,"Un decreto presidencial consagró este día, en conmemoración a Ricardo Rojas."
331,29,7,,,F,T,"(1903) Juan Cruz González, asume la intendencia por elección democrática.",
332,29,7,,,F,T,(1955) Quedó constituida como gremio delegación local de la U.E.P.C.,
333,31,7,,,F,T,"(1976) Se formó el ""Centro de Jubilados y Pensionados de Marcos Juárez"".",
334,31,7,,,F,F,El día de la Siderurgia,
335,31,7,,,F,F,El día de la Integración de América Latina,
336,31,7,,,F,F,El día del Arma de Ingenieros,
337,1,8,,,F,T,(1940) Comenzó la inscripción de aspirantes para ingresar a la que se llamaría “Banda Infantil de Música Marcos Juárez”,
338,1,8,,,F,F,El día de la Prensa Filatélica,
339,2,8,,,F,T,"(1979) Falleció el artista plástico local, Don Miguel Daga. Autor de obras como ""El Colonizador"" en Alem y Sáenz Peña y el monumento a José Hernández en la Plaza Presidente Perón.",
340,2,8,,,F,F,El día del Trabajador Gastronómico,
341,2,8,,,F,F,El día del Empleado de Hipódromos,
342,4,8,,,F,F,El día de la Lucha contra la Tuberculosis,
343,4,8,,,F,F,El día del Panadero,
344,5,8,,,F,F,El día del Soldado de Montaña,
345,6,8,1883,,F,F,El día del veterinario en la Argentina.,Se conmemora ya que este día de 1883 se inauguraron las clases del Instituto Superior de Agronomía y Veterinaria en el predio de Santa Catalina en la localidad de Llavallol (Buenos Aires).
346,6,8,1959,,F,F,El día de la Enseñanza Agropecuaria.,
347,6,8,,,F,F,El día del Trabajador Maderero,
348,6,8,,,F,F,El día del Agrónomo,
349,7,8,,,F,F,"El día de San Cayetano, ""Protector del pan y del trabajo"".",
350,7,8,1779,,F,F,La fundación de la Casa de Niños Expósitos (actual Casa Cuna) en la ciudad de Bs.As.(1779).,
351,7,8,,,F,F,El día Olímpico Argentino,
352,7,8,,,F,F,El día de la Marina Mercante,
353,7,8,,,F,F,El día del Ingeniero Agrónomo,
354,8,8,,,F,F,El día del Párroco,
355,8,8,,,F,F,El día de los Centros Tradicionalistas,
356,9,8,,,F,F,El día Internacional de las Poblaciones Indígenas del Mundo,
357,9,8,,,F,T,"(1890) Se labra la primera escritura de la Villa Marcos Juárez, en la que comparece la Sra. Luisa Celestina Caille de Perrén.",
358,10,8,,,F,F,El día de la Fuerza Aérea,
359,10,8,,Segundo domingo de agosto,F,F,El día del Niño,
360,10,8,,,F,T,(1941) Se inaugura el edificio del correo en Alem y 1º de Mayo,
361,10,8,,,F,F,El día de la Educación Técnica,
362,10,8,,,F,F,El día del Sacerdote,
363,11,8,,,F,F,El día del Dietista,
364,12,8,,,F,F,El día Internacional de la Juventud,
365,12,8,,,F,F,El día de la Universidad,
366,12,8,,,F,F,El día del Jabonero,
367,12,8,,,F,F,El día del Trabajador de T.V.,
368,13,8,,,F,T,(1933) Carlos Gardel actua en el Cine Italiano ante una sala totalmente colmada.,
369,14,8,,,F,T,(1890) Se adquiere el terreno del matadero en la manzana N° 57 de la Villa Argentina. Sirvió hasta el año 1983.,
370,14,8,,,F,T,(1937) Se inauguró la Escuela del Trabajo hoy IPEM N° 51,
371,14,8,,,F,F,El día del Algodón,
372,14,8,,,F,F,El día del Cerealista,
373,14,8,,,F,F,El día del Empleado Judicial,
374,15,8,,,F,F,El día de la Asunción de la Virgen María,
375,15,8,,,F,T,"(1903) Se formó la “Sociedad italiana de Socorros Mutuos, Unione e Benevolenza, Valore e Potere”.",
376,15,8,,,F,T,(1975) Fue bendecida la nueva Capilla Nuestra Señora de las Gracias en el Hospital “Abel Ayerza”.,
377,15,8,,,F,T,(1982) Se cerró el templo de “La Asunción” para iniciar su refacción.,
378,15,8,,,F,T,"(1986) En misa concelebrada, Monseñor Disandro realizó la Consagración del Templo de La Asunción.",
379,15,8,,,F,T,"(1987) Se inaugura el Monumento al Inmigrante, ubicado frente al Parque Municipal Intendente Loinas.",
380,15,8,,,F,T,(1997) Se inaugura el cristo del lago noroeste.,
381,16,8,,,F,F,El día del Empresariado nacional,
382,16,8,,,F,F,El día de la Canaricultura,
383,17,8,1850,,T,F,Paso a la inmortalidad del General José de San Martín,(Artículo 4º de la Ley Nº 24.445 de Feriados Nacionales).
384,17,8,,,F,F,El día del Abuelo,
385,18,8,,,F,T,(1908) Se permitió el primer tendido de cables eléctricos. Atravesavan por la calle Catamarca (hoy 25 de Mayo) y el callejón Magdalena (hoy Maipú).,
386,19,8,,,F,T,(1940) Comienzan las clases en la “Banda Infantil de Música Marcos Juárez” con 93 alumnos.,
387,19,8,,,F,T,"(1936) Por Ordenanza N° 233, se denominó “General José de San Martín"" a la escuela municipal del Barrio Sur.",
388,19,8,,,F,T,"(1939) Se bendijo el nuevo templo de la Comunidad Marista, construido sobre el boulevard Lardizábal. Llevó el nombre de Capilla del Sagrado Corazón.",
389,20,8,,,F,F,El día del Despachante de Aduana,
390,20,8,,,F,F,El día Interamericano del Periodista,
391,21,8,,,F,F,El día del Filatelista Argentino,
392,22,8,,,F,F,El día Mundial del Folklore y El día del Folklore Argentino,
393,23,8,1998,,F,F,El día Internacional del Recuerdo de la Trata de Esclavos y de su Abolición,
